title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
The Hustle (2019) ,2019-05-17,"India
","https://m.media-amazon.com/images/M/MV5BMTc3MDcyNzE5N15BMl5BanBnXkFtZTgwNzE2MDE0NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2275195929?playlistId=tt1298644,"    Anne Hathaway and Rebel Wilson star as female scam artists, one low rent and the other high class, who team up to take down the dirty rotten men who have wronged them.", Comedy,"
They're giving Dirty Rotten Men a run for their Money.        ",,370000000.0,185000000.0,English,Stanley Shapiro-Paul Henning-5 more credits,"
Chris Addison ",Anne Hathaway-Rebel Wilson-Tim Blake Nelson,
Captain America: The Winter Soldier (2014) ,2014-04-4,"India
","https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi111127321?playlistId=tt1843866,"    For Steve Rogers, awakening after decades of suspended animation involves more than catching up on pop culture; it also means that this old school idealist must face a world of subtler threats and difficult moral complexities. That becomes clear when Director Nick Fury is killed by the mysterious assassin, the Winter Soldier, but not before warning Rogers that SHIELD has been subverted by its enemies. When Rogers acts on Fury's warning to trust no one there, he is branded as a traitor by the organization. Now a fugitive, Captain America must get to the bottom of this deadly mystery with the help of the Black Widow and his new friend, The Falcon. However, the battle will be costly for the Sentinel of Liberty, with Rogers finding enemies where he least expects them while learning that the Winter Soldier looks disturbingly familiar.", Action  Adventure  Sci-Fi  Thriller,"
In heroes we trust.        ",136.0,714766572.0,170000000.0,English,Christopher Markus-Stephen McFeely-2 more credits,"
Anthony Russo, Joe Russo ",Chris Evans-Samuel L. Jackson-Scarlett Johansson,7.8
Venom (2018) ,2018-10-5,"India
","https://m.media-amazon.com/images/M/MV5BNzAwNzUzNjY4MV5BMl5BanBnXkFtZTgwMTQ5MzM0NjM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1186773529?playlistId=tt1270797,"    After a faulty interview with the Life Foundation ruins his career, former reporter Eddie Brock's life is in pieces. Six months later, he comes across the Life Foundation again, and he comes into contact with an alien symbiote and becomes Venom, a parasitic antihero.", Action  Sci-Fi  Thriller,"
The world has enough Superheroes.                
 See more »
                
",112.0,855013954.0,100000000.0,English,Jeff Pinkner-Scott Rosenberg-5 more credits,"
Ruben Fleischer ",Tom Hardy-Michelle Williams-Riz Ahmed,6.8
The Upside (2017) ,2019-01-11,"USA
","https://m.media-amazon.com/images/M/MV5BNzY3NzYyNjI0N15BMl5BanBnXkFtZTgwNjYzMDc0NjM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1386527257?playlistId=tt1987680,"    Philip is a disabled white billionaire, who feels that life is not worth living. To help him in his day to day routine, he hires Del, an African American parolee, trying to reconnect with his estranged wife. What begins as a professional relationship develops into a friendship as Del shows his grouchy charge that life is worth living.", Comedy  Drama,"
Based on a true story.        ",126.0,50781331.0,37500000.0,English,Jon Hartmere-Éric Toledano-1 more credit,"
Neil Burger ",Kevin Hart-Bryan Cranston-Nicole Kidman,6.5
Vice (2018) ,2018-12-25,"USA
","https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1144502809?playlistId=tt6266538,"    Governor George W. Bush of Texas picks Dick Cheney, the CEO of Halliburton Co, to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive resume includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.", Biography  Comedy  Drama,"
The Untold True Story That Changed the Course of History.                
 See more »
                
",132.0,47836282.0,95672564.0,USA,Adam McKay,"
Adam McKay ",Christian Bale-Amy Adams-Steve Carell,7.2
The White Crow (2018) ,2019-03-22,"UK
","https://m.media-amazon.com/images/M/MV5BNGIwMjFmMGQtZjYxNC00NmJjLTlkM2QtMWMyZTA3YjZhNzBlXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi896907801?playlistId=tt5460858,    The story of Rudolf Nureyev's defection to the West., Biography  Drama,"
In 1961, A Dazzling Rudolf Nureyev Arrives in Paris and Makes a Choice That Changes His Life Forever        ",,,,English,David Hare-Julie Kavanagh,"
Ralph Fiennes ",Oleg Ivenko-Ralph Fiennes-Louis Hofmann,6.4
Rambo V: Last Blood (2019) ,2019-09-20,"USA
","https://m.media-amazon.com/images/M/MV5BMmZlMmIwNjktOTI0OC00NDJkLTk5MjgtZDA5N2YwOTgyZDUwXkEyXkFqcGdeQXVyNDUyMTU0NDg@._V1_UY67_CR10,0,45,67_AL_.jpg",,"    Rambo teams up with a journalist to track down and rescue a group of local girls that have been kidnapped by a Mexican sex trafficking ring, after trying to settle down to a quiet peaceful life stateside at the family ranch in Arizona after spending decades abroad.", Action  Adventure  Thriller,"

 Add content advisory for parents »
        
",,,,English,Matthew Cirulnick-David Morrell-1 more credit,"
Adrian Grunberg ",Sylvester Stallone-Paz Vega-Louis Mandylor,
Lo spietato (2019) ,2019-04-8,"Italy
","https://m.media-amazon.com/images/M/MV5BMDU3NGRmMmItYzc2OS00NDZiLThhZTctMmY0OTk1MjFjNTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1761000729?playlistId=tt9239888,    A rebellious teen grows up to become one of Milan's most ambitious criminals during the golden years of the 'ndrangheta Mafia in the 1980s., Crime  Drama,"

 See all certifications »
            
",,,,English,Renato De Maria-Valentina Strada-1 more credit,"
Renato De Maria ",Riccardo Scamarcio-Sara Serraiocco-Alessio Praticò,6.3
Ocean's Eight (2018) ,2018-06-22,"India
","https://m.media-amazon.com/images/M/MV5BMjAyNDEyMzc4Ml5BMl5BanBnXkFtZTgwMjEzNjM0NTM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1135459097?playlistId=tt5164214,"    Danny Ocean's estranged sister Debbie attempts to pull off the heist of the century at New York City's star-studded annual Met Gala. Her first stop is to assemble the perfect all-female crew: Lou, Rose, Daphne Kluger, Nine Ball, Tammy, Amita, and Constance.", Action  Comedy  Crime  Thriller,"
Every con has its pros.                
 See more »
                
",110.0,283980167.0,70000000.0,English,Gary Ross-Olivia Milch-3 more credits,"
Gary Ross ",Sandra Bullock-Cate Blanchett-Anne Hathaway,6.2
The Incredible Hulk (2008) ,2008-06-20,"India
","https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1726152985?playlistId=tt0800080,"    Depicting the events after the Gamma Bomb. 'The Incredible Hulk' tells the story of Dr Bruce Banner, who seeks a cure to his unique condition, which causes him to turn into a giant green monster under emotional stress. Whilst on the run from military which seeks his capture, Banner comes close to a cure. But all is lost when a new creature emerges; The Abomination.", Action  Adventure  Sci-Fi,"
This June, a hero shows his true colors                
 See more »
                
",112.0,263427551.0,150000000.0,English,Zak Penn-Zak Penn-2 more credits,"
Louis Leterrier ",Edward Norton-Liv Tyler-Tim Roth,6.7
About Time (2013) ,2013-09-4,"UK
","https://m.media-amazon.com/images/M/MV5BMTA1ODUzMDA3NzFeQTJeQWpwZ15BbWU3MDgxMTYxNTk@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi802400281?playlistId=tt2194499,"    At the age of 21, Tim Lake (Domhnall Gleeson) discovers he can travel in time... The night after another unsatisfactory New Year party, Tim's father (Bill Nighy) tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life-so he decides to make his world a better place...by getting a girlfriend. Sadly, that turns out not to be as easy as you might think. Moving from the Cornwall coast to London to train as a lawyer, Tim finally meets the beautiful but insecure Mary (Rachel McAdams). They fall in love, then an unfortunate time-travel incident means he's never met her at all. So they meet for the first time again-and again-but finally, after a lot of cunning time-traveling, he wins her heart. Tim then uses his power to create the perfect romantic proposal, to save his wedding from the worst best-man speeches, to save his best friend from professional disaster and to ...", Comedy  Drama  Fantasy  Romance  Sci-Fi,"
A new funny film about love. With a bit of time travel.                
 See more »
                
",123.0,87100449.0,174200898.0,English,Richard Curtis,"
Richard Curtis ",Domhnall Gleeson-Rachel McAdams-Bill Nighy,7.8
Avengers: Endgame (2019) ,2019-04-26,"India
","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2163260441?playlistId=tt4154796,"    The grave course of events set in motion by Thanos that wiped out half the universe and fractured the Avengers ranks compels the remaining Avengers to take one final stand in Marvel Studios' grand conclusion to twenty-two films, Avengers: Endgame.", Action  Adventure  Fantasy  Sci-Fi,"
Nothing can prepare you for the end.                
 See more »
                
",181.0,1223641414.0,2447282828.0,USA,Christopher Markus-Stephen McFeely-3 more credits,"
Anthony Russo, Joe Russo ",Robert Downey Jr.-Chris Evans-Mark Ruffalo,9.0
Avengers: Infinity War (2018) ,2018-04-27,"India
","https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi528070681?playlistId=tt4154756,"    As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment, the fate of Earth and existence has never been more uncertain.", Action  Adventure  Sci-Fi,"
Where will you be, when it all ends?                
 See more »
                
",149.0,2048709917.0,321000000.0,English,Christopher Markus-Stephen McFeely-14 more credits,"
Anthony Russo, Joe Russo ",Robert Downey Jr.-Chris Hemsworth-Mark Ruffalo,8.5
Captain Marvel (2019) ,2019-03-8,"India
","https://m.media-amazon.com/images/M/MV5BMTE0YWFmOTMtYTU2ZS00ZTIxLWE3OTEtYTNiYzBkZjViZThiXkEyXkFqcGdeQXVyODMzMzQ4OTI@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4235180569?playlistId=tt4154664,"    After crashing an experimental aircraft, Air Force pilot Carol Danvers is discovered by the Kree and trained as a member of the elite Starforce Military under the command of her mentor Yon-Rogg. Six years later, after escaping to Earth while under attack by the Skrulls, Danvers begins to discover there's more to her past. With help from S.H.I.E.L.D. agent Nick Fury, they set out to unravel the truth.", Action  Adventure  Sci-Fi,"
Discover what makes a (her)o.                
 See more »
                
",123.0,1092938084.0,2185876168.0,USA,Anna Boden-Ryan Fleck-6 more credits,"
Anna Boden, Ryan Fleck ",Brie Larson-Samuel L. Jackson-Ben Mendelsohn,7.1
Shazam! (2019) ,2019-04-5,"India
","https://m.media-amazon.com/images/M/MV5BYTE0Yjc1NzUtMjFjMC00Y2I3LTg3NGYtNGRlMGJhYThjMTJmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi306231833?playlistId=tt0448115,"    In Philadelphia, Billy Batson is an abandoned child who is proving a nuisance to Child Services and the authorities with his stubborn search for his lost mother. However, in his latest foster home, Billy makes a new friend, Freddy, and finds himself selected by the Wizard Shazam to be his new champion. Now endowed with the ability to instantly become an adult superhero by speaking the wizard's name, Billy gleefully explores his new powers with Freddy. However, Billy soon learns that he has a deadly enemy, Dr. Thaddeus Sivana, who was previously rejected by the wizard and has accepted the power of the Seven Deadly Sins instead. Now pursued by this mad scientist for his own power as well, Billy must face up to the responsibilities of his calling while learning the power of a special magic with his true family that Sivana can never understand.", Action  Adventure  Comedy  Fantasy,"
Every Hero Has A Secret                
 See more »
                
",132.0,345913630.0,100000000.0,English,Henry Gayden-Henry Gayden-3 more credits,"
David F. Sandberg ",Zachary Levi-Mark Strong-Asher Angel,7.6
Gemini Man (2019) ,2019-10-4,"USA
","https://m.media-amazon.com/images/M/MV5BNjI5OTNkMzUtZDYzYy00NWQ5LTg4YzYtZmZjZDI0MGQzNGY2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1770568729?playlistId=tt1025100,    An over-the-hill hitman faces off against a younger clone of himself., Action  Drama  Sci-Fi  Thriller,"

 Add content advisory for parents »
        
",,,,English,Billy Ray-Darren Lemke-7 more credits,"
Ang Lee ",Mary Elizabeth Winstead-Will Smith-Theodora Miranne,
After (2019) ,2019-04-19,"India
","https://m.media-amazon.com/images/M/MV5BOGUwMjk3YzktNDI0Yy00MzFiLWFjNmEtYTA2ODVjMzNhODhjXkEyXkFqcGdeQXVyOTQ1MDI4MzY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi191412761?playlistId=tt4126476,"    Based on Anna Todd's novel, AFTER follows Tessa (Langford), a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart, as she enters her first semester in college. Armed with grand ambitions for her future, her guarded world opens up when she meets the dark and mysterious Hardin Scott (Tiffin), a magnetic, brooding rebel who makes her question all she thought she knew about herself and what she wants out of life.", Drama  Romance,"
Based on the best-selling worldwide phenomenon.                
 See more »
                
",,11649072.0,23298144.0,English,Susan McMartin-Anna Todd,"
Jenny Gage ",Hero Fiennes Tiffin-Josephine Langford-Selma Blair,5.7
The Curse of La Llorona (2019) ,2019-04-19,"India
","https://m.media-amazon.com/images/M/MV5BNjU4NjU4ZDktOTg2Ny00MWI2LThiMTAtMGFkZGE1MWI5MzhjXkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3663903257?playlistId=tt4913966,"    Ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own small kids are soon drawn into a frightening supernatural realm. Their only hope to survive La Llorona's deadly wrath may be a disillusioned priest and the mysticism he practices to keep evil at bay, on the fringes where fear and faith collide.", Horror  Mystery  Thriller,"
From the Producers of ""The Conjuring"" Universe                
 See more »
                
",93.0,87330045.0,9000000.0,English,Mikki Daughtry-Tobias Iaconis,"
Michael Chaves ",Linda Cardellini-Raymond Cruz-Patricia Velasquez,5.8
Hellboy (2019) ,2019-04-12,"India
","https://m.media-amazon.com/images/M/MV5BODdkMDQzMzItZDc4YS00OGM4LTkxNTQtNjUzNzU0ZmJkMWY2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3294345753?playlistId=tt2274648,"    Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.", Action  Adventure  Fantasy  Horror  Sci-Fi,"
One Hell of a Superhero                
 See more »
                
",120.0,21533408.0,43066816.0,UK,Andrew Cosby-Mike Mignola,"
Neil Marshall ",David Harbour-Milla Jovovich-Ian McShane,5.4
