title1,release_date,country,poster,link_trailer,story,final_genres,taglines,runtime_final,earning,final_budget,language,final_writers,director,final_actors,imdb
El secreto de sus ojos (2009) ,2009-08-13,"Argentina
","https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi100645401?playlistId=tt1305806,"    In 1999, retired Argentinian federal justice agent Benjamín Espósito is writing a novel, using an old closed case as the source material. That case is the brutal rape and murder of Liliana Coloto. In addition to seeing the extreme grief of the victim's husband Ricardo Morales, Benjamín, his assistant Pablo Sandoval, and newly hired department chief Irene Menéndez-Hastings were personally affected by the case as Benjamín and Pablo tracked the killer, hence the reason why the unsatisfactory ending to the case has always bothered him. Despite the department already having two other suspects, Benjamín and Pablo ultimately were certain that a man named Isidoro Gómez is the real killer. Although he is aware that historical accuracy is not paramount for the novel, the process of revisiting the case is more an issue of closure for him. He tries to speak to the key players in the case, most specifically Irene, who still works in the justice department and who he has always been attracted to ...", Drama  Mystery  Romance  Thriller,"
A crime. A mystery. A love. The secret of their lives is about to be revealed.                
 See more »
                
",129.0,33965843.0,67931686.0,English,Eduardo Sacheri-Juan José Campanella-1 more credit,"
Juan José Campanella ",Ricardo Darín-Soledad Villamil-Pablo Rago,8.2
The Gold Rush (1925) ,1925,"Germany
","https://m.media-amazon.com/images/M/MV5BZjEyOTE4MzMtNmMzMy00Mzc3LWJlOTQtOGJiNDE0ZmJiOTU4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY67_CR2,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi70820889?playlistId=tt0015864,    A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm., Adventure  Comedy  Drama  Family,"

 See all certifications »
            
",95.0,5450000.0,10900000.0,English,Charles Chaplin,"
Charles Chaplin ",Charles Chaplin-Mack Swain-Tom Murray,8.2
The Bridge on the River Kwai (1957) ,1957-10-11,"UK
","https://m.media-amazon.com/images/M/MV5BNmMyNzI1MGEtNDkyZS00MmY2LWJlZmUtMjA1MzMwZjM3OWViXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UY67_CR1,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1900740633?playlistId=tt0050212,"    This movie deals with the situation of British prisoners of war during World War II who are ordered to build a bridge to accommodate the Burma-Siam railway. Their instinct is to sabotage the bridge, but under the leadership of Colonel Nicholson, they are persuaded that the bridge should be constructed as a symbol of British morale, spirit, and dignity in adverse circumstances. At first, the prisoners admire Nicholson when he bravely endures torture rather than compromise his principles for the benefit of the Japanese Commandant Saito. He is an honorable, but arrogant man, who is slowly revealed to be a deluded, obsessive man. He convinces himself that the bridge is a monument to British character, but actually is a monument to himself, and his insistence on its construction becomes a subtle form of collaboration with the enemy. Unknown to him, the Allies have sent a mission into the jungle, led by Warden and an American, Shears, to blow up the bridge.", Adventure  Drama  War,"
It spans a whole new world of entertainment!        ",161.0,44908000.0,89816000.0,English,Pierre Boulle-Carl Foreman-1 more credit,"
David Lean ",William Holden-Alec Guinness-Jack Hawkins,8.2
A Beautiful Mind (2001) ,2002-01-4,"USA
","https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1801239321?playlistId=tt0268978,"    From the heights of notoriety to the depths of depravity, John Forbes Nash, Jr. experienced it all. A mathematical genius, he made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a painful and harrowing journey of self-discovery. After many years of struggle, he eventually triumphed over his tragedy, and finally - late in life - received the Nobel Prize.", Biography  Drama,"
I need to believe that something extra ordinary is possible...                
 See more »
                
",135.0,313542341.0,58000000.0,English,Akiva Goldsman-Sylvia Nasar,"
Ron Howard ",Russell Crowe-Ed Harris-Jennifer Connelly,8.2
"Lock, Stock and Two Smoking Barrels (1998) ",1998-08-28,"UK
","https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2274558233?playlistId=tt0120735,"    Four Jack-the-lads find themselves heavily - seriously heavily - in debt to an East End hard man and his enforcers after a crooked card game. Overhearing their neighbours in the next flat plotting to hold up a group of out-of-their-depth drug growers, our heros decide to stitch up the robbers in turn. In a way the confusion really starts when a pair of antique double-barrelled shotguns go missing in a completely different scam.", Comedy  Crime,"
They lost half a million at cards but they've still got a few tricks up their sleeve                
 See more »
                
",107.0,28356188.0,56712376.0,English,Guy Ritchie,"
Guy Ritchie ",Jason Flemyng-Dexter Fletcher-Nick Moran,8.2
Casino (1995) ,1995-11-22,"USA
","https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1035796761?playlistId=tt0112641,"    This Martin Scorsese film depicts the Janus-like quality of Las Vegas--it has a glittering, glamorous face, as well as a brutal, cruel one. Ace Rothstein and Nicky Santoro, mobsters who move to Las Vegas to make their mark, live and work in this paradoxical world. Seen through their eyes, each as a foil to the other, the details of mob involvement in the casinos of the 1970's and '80's are revealed. Ace is the smooth operator of the Tangiers casino, while Nicky is his boyhood friend and tough strongman, robbing and shaking down the locals. However, they each have a tragic flaw--Ace falls in love with a hustler, Ginger, and Nicky falls into an ever-deepening spiral of drugs and violence.", Crime  Drama,"
Don't Push Your Luck.                
 See more »
                
",178.0,,,English,Nicholas Pileggi-Nicholas Pileggi-1 more credit,"
Martin Scorsese ",Robert De Niro-Sharon Stone-Joe Pesci,8.2
Det sjunde inseglet (1957) ,1957-02-16,"Sweden
","https://m.media-amazon.com/images/M/MV5BNWE2NmMwZjgtOWYxYy00NWU0LTkzOGUtYTg4Yjk3MDFmY2IyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX45_CR0,0,45,67_AL_.jpg",,"    A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.", Drama  Fantasy,"
A film of visual scope, of imaginative concept, of powerful content, written and directed by Ingmar Bergman, twice honored by the Interational Jury at the Cannes Film Festival 1956,1957        ",96.0,150000.0,300000.0,English,Ingmar Bergman-Ingmar Bergman,"
Ingmar Bergman ",Max von Sydow-Gunnar Björnstrand-Bengt Ekerot,8.2
On the Waterfront (1954) ,1954-06-22,"Japan
","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1817421337?playlistId=tt0047296,"    Terry Malloy dreams about being a prize fighter, while tending his pigeons and running errands at the docks for Johnny Friendly, the corrupt boss of the dockers union. Terry witnesses a murder by two of Johnny's thugs, and later meets the dead man's sister and feels responsible for his death. She introduces him to Father Barry, who tries to force him to provide information for the courts that will smash the dock racketeers.", Crime  Drama  Thriller,"
It walked away with just about every award there was - and it still could !                
 See more »
                
",108.0,9600000.0,19200000.0,English,Budd Schulberg-Budd Schulberg-1 more credit,"
Elia Kazan ",Marlon Brando-Karl Malden-Lee J. Cobb,8.2
"Three Billboards Outside Ebbing, Missouri (2017) ",2018-02-23,"India
","https://m.media-amazon.com/images/M/MV5BMjMxNzgwMDUyMl5BMl5BanBnXkFtZTgwMTQ0NTIyNDM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3585980441?playlistId=tt5027774,"    THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.", Crime  Drama,,115.0,157880842.0,15000000.0,English,Martin McDonagh,"
Martin McDonagh ",Frances McDormand-Woody Harrelson-Sam Rockwell,8.2
The Wolf of Wall Street (2013) ,2014-01-3,"India
","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2312218649?playlistId=tt0993846,"    Jordan Belfort is a Long Island penny stockbroker who served 22 months in prison for defrauding investors in a massive 1990s securities scam that involved widespread corruption on Wall Street and in the corporate banking world, including shoe designer Steve Madden.", Biography  Crime  Drama,"
More is never enough                
 See more »
                
",180.0,392000694.0,100000000.0,English,Terence Winter-Jordan Belfort,"
Martin Scorsese ",Leonardo DiCaprio-Jonah Hill-Margot Robbie,8.2
The Elephant Man (1980) ,1980-10-10,"USA
","https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX45_CR0,0,45,67_AL_.jpg",,"    Joseph ""John"" Merrick is an intelligent and friendly man, but he is hated by his Victorian-era English society because he is severely deformed. Once he is discovered by a doctor, however, he is saved from his life in a freak show and he is treated like the human being that he really is.", Biography  Drama,"
I am not an animal! I am a human being! I...am...a man!        ",124.0,26010864.0,52021728.0,English,Christopher De Vore-Eric Bergren-3 more credits,"
David Lynch ",Anthony Hopkins-John Hurt-Anne Bancroft,8.2
Inside Out (2015) ,2015-06-26,"India
","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi203730969?playlistId=tt2096673,"    Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.", Animation  Adventure  Comedy  Drama  Family  Fantasy,"
A Major Emotion Picture                
 See more »
                
",95.0,857611174.0,175000000.0,English,Pete Docter-Ronnie Del Carmen-7 more credits,"
Pete Docter, Ronnie Del Carmen (co-director)    ",Amy Poehler-Bill Hader-Lewis Black,8.2
V for Vendetta (2005) ,2006-03-16,"Germany
","https://m.media-amazon.com/images/M/MV5BYzllMjJkODAtYjMwMi00YmNhLWFhYzAtZjZjODg5YzEwOGUwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi4276093209?playlistId=tt0434409,"    Tells the story of Evey Hammond (Natalie Portman) and her unlikely but instrumental part in bringing down the fascist government that has taken control of a futuristic Great Britain. Saved from a life-and-death situation by a man in a Guy Fawkes mask who calls himself ""V"" (Hugo Weaving), she learns a general summary of V's past and, after a time, decides to help him bring down those who committed the atrocities that led to Britain being in the shape that it is in.", Action  Drama  Sci-Fi  Thriller,"
Freedom! Forever!                
 See more »
                
",132.0,132511035.0,54000000.0,English,Lilly Wachowski-Lana Wachowski-1 more credit,"
James McTeigue ",Hugo Weaving-Natalie Portman-Rupert Graves,8.2
Mr. Smith Goes to Washington (1939) ,1939-10-19,"USA
","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1789722905?playlistId=tt0031679,"    Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.", Comedy  Drama,"
Entertainment As Powerful As the Strength of the People! As Great As the Genius of Capra!                
 See more »
                
",129.0,9600000.0,19200000.0,English,Sidney Buchman-Lewis R. Foster,"
Frank Capra ",James Stewart-Jean Arthur-Claude Rains,8.2
Room (2015) ,2016-01-15,"Ireland
","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi321566745?playlistId=tt3170832,"    ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world.", Drama  Thriller,"
Love knows no boundaries                
 See more »
                
",118.0,36262783.0,13000000.0,English,Emma Donoghue-Emma Donoghue,"
Lenny Abrahamson ",Brie Larson-Jacob Tremblay-Sean Bridgers,8.2
Warrior (2011) ,2011-09-9,"USA
","https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi339320089?playlistId=tt1291584,"    Two brothers face the fight of a lifetime - and the wreckage of their broken family - within the brutal, high-stakes world of Mixed Martial Arts (MMA) fighting in Lionsgate's action/drama, WARRIOR. A former Marine, haunted by a tragic past, Tommy Riordan returns to his hometown of Pittsburgh and enlists his father, a recovered alcoholic and his former coach, to train him for an MMA tournament awarding the biggest purse in the history of the sport. As Tommy blazes a violent path towards the title prize, his brother, Brendan, a former MMA fighter unable to make ends meet as a public school teacher, returns to the amateur ring to provide for his family. Even though years have passed, recriminations and past betrayals keep Brendan bitterly estranged from both Tommy and his father. But when Brendan's unlikely rise as an underdog sets him on a collision course with Tommy, the two brothers must finally confront the forces that tore them apart, all the while waging the most intense, ...", Drama  Sport,"
Family is worth fighting for.                
 See more »
                
",140.0,23057115.0,25000000.0,English,Gavin O'Connor-Anthony Tambakis-3 more credits,"
Gavin O'Connor ",Tom Hardy-Nick Nolte-Joel Edgerton,8.2
Blade Runner (1982) ,1982-06-25,"USA
","https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi531759385?playlistId=tt0083658,"    In the 21st century, a corporation develops human clones to be used as slaves in colonies outside the Earth, identified as replicants. In 2019, a former police officer is hired to hunt down a fugitive group of clones living undercover in Los Angeles.", Sci-Fi  Thriller,"
A chilling, bold, mesmerizing, futuristic detective thriller.                
 See more »
                
",117.0,27000000.0,54000000.0,USA,Hampton Fancher-David Webb Peoples-1 more credit,"
Ridley Scott ",Harrison Ford-Rutger Hauer-Sean Young,8.2
Dial M for Murder (1954) ,1954-05-29,"USA
","https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3634430233?playlistId=tt0046912,"    In London, wealthy Margot Mary Wendice had a brief love affair with the American writer Mark Halliday while her husband and professional tennis player Tony Wendice was on a tennis tour. Tony quits playing to dedicate to his wife and finds a regular job. She decides to give him a second chance for their marriage. When Mark arrives from America to visit the couple, Margot tells him that she had destroyed all his letters but one that was stolen. Subsequently she was blackmailed, but she had never retrieved the stolen letter. Tony arrives home, claims that he needs to work and asks Margot to go with Mark to the theater. Meanwhile Tony calls Captain Lesgate (aka Charles Alexander Swann who studied with him at college) and blackmails him to murder his wife, so that he can inherit her fortune. But there is no perfect crime, and things do not work as planned.", Crime  Thriller,"
Kiss By Kiss...Supreme Suspense Unfurls!                
 See more »
                
",105.0,13080000.0,1400000.0,English,Frederick Knott-Frederick Knott,"
Alfred Hitchcock ",Ray Milland-Grace Kelly-Robert Cummings,8.2
No Country for Old Men (2007) ,2007-11-21,"USA
","https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi145883417?playlistId=tt0477348,"    In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.", Crime  Drama  Thriller,"
There are no laws left.                
 See more »
                
",122.0,171627166.0,25000000.0,English,Joel Coen-Ethan Coen-1 more credit,"
Ethan Coen, Joel Coen ",Tommy Lee Jones-Javier Bardem-Josh Brolin,8.1
Andhadhun (2018) ,2018-10-5,"India
","https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3468409369?playlistId=tt8108198,    Akash a blind pianist is preparing for a London concert.Sophie's scooter bumps into Akash and upon finding he a pianist she takes him to her restaurant Franco's run by her father and offers him a job.Akash meets 70s actor Pramod Sinha at the restaurant who asks him to do a private concert of his songs at his residence to surprise his wife Simi. Next Day upon reaching his house a shocking surprise is waiting for Akash., Crime  Thriller,"
UA
| 
 See all certifications »
            
",139.0,40000000.0,80000000.0,English,Arijit Biswas-Yogesh Chandekar-4 more credits,"
Sriram Raghavan ",Ayushmann Khurrana-Tabu-Radhika Apte,8.5
There Will Be Blood (2007) ,2008-01-25,"USA
","https://m.media-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi3304570137?playlistId=tt0469494,"    The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California presents miner-turned-oilman Daniel Plainview, a driven man who will do whatever it takes to achieve his goals. He works hard but also takes advantage of those around him at their expense if need be. His business partner/son (H.W.) is, in reality, an ""acquired"" child whose true biological single-parent father (working on one of Daniel's rigs) died in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins whose family farm Daniel purchases for the major oil deposit located on it. Eli, a local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the ...", Drama,"
When Ambition Meets Faith                
 See more »
                
",158.0,77208711.0,25000000.0,English,Paul Thomas Anderson-Upton Sinclair,"
Paul Thomas Anderson ",Daniel Day-Lewis-Paul Dano-Ciarán Hinds,8.2
Smultronstället (1957) ,1957-12-26,"Sweden
","https://m.media-amazon.com/images/M/MV5BM2NiYjhmMzctMzliMC00NDBlLWJkYzItZjIwYjYzNDg3OGQzXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_UY67_CR0,0,45,67_AL_.jpg",,"    With the exception of his elderly housekeeper Miss Agda who he treats almost like a surrogate platonic wife, widowed seventy-eight year old Dr. Isak Borg, a former medical doctor and professor, has retreated from any human contact, partly his own want but partly the decision of others who do not want to spend time with him because of his cold demeanor. He is traveling from his home in Stockholm to Lund to accept an honorary degree. Instead of flying as was the original plan, he decides to take the day long drive instead. Along for the ride is his daughter-in-law Marianne, who had been staying with him for the month but has now decided to go home. The many stops and encounters along the way make him reminisce about various parts of his life. Those stops which make him reminisce directly are at his childhood summer home, at the home of his equally emotionally cold mother, and at a gas station where the attendants praise him as a man for his work. But the lives of other people they ...", Drama  Romance,"
from Ingmar Bergman...creator of ""Smiles of a Summer Night"" and ""The Seventh Seal""                
 See more »
                
",91.0,,,English,Ingmar Bergman,"
Ingmar Bergman ",Victor Sjöström-Bibi Andersson-Ingrid Thulin,8.2
The General (1926) ,1927-02-24,"France
","https://m.media-amazon.com/images/M/MV5BYmRiMDFlYjYtOTMwYy00OGY2LWE0Y2QtYzQxOGNhZmUwNTIxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi534623769?playlistId=tt0017925,"    Johnnie loves his train (""The General"") and Annabelle Lee. When the Civil War begins he is turned down for service because he's more valuable as an engineer. Annabelle thinks it's because he's a coward. Union spies capture The General with Annabelle on board. Johnnie must rescue both his loves.", Action  Adventure  Comedy  Drama  War  Western,"
The laugh hit spectacular of the year. (Trade paper ad).                
 See more »
                
",67.0,750000.0,1500000.0,English,Buster Keaton-Clyde Bruckman-2 more credits,"
Clyde Bruckman, Buster Keaton ",Buster Keaton-Marion Mack-Glen Cavender,8.2
The Sixth Sense (1999) ,1999-08-6,"USA
","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1906613529?playlistId=tt0167404,"    Malcom Crowe (Bruce Willis)is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.", Drama  Mystery  Thriller,"
Discover the secret of 'The Sixth Sense'!                
 See more »
                
",107.0,672806292.0,40000000.0,English,M. Night Shyamalan,"
M. Night Shyamalan ",Bruce Willis-Haley Joel Osment-Toni Collette,8.1
Trainspotting (1996) ,1996-02-23,"UK
","https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY67_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi2148899865?playlistId=tt0117951,"    A wild, freeform, Rabelaisian trip through the darkest recesses of Edinburgh low-life, focusing on Mark Renton and his attempt to give up his heroin habit, and how the latter affects his relationship with family and friends: Sean Connery wannabe Sick Boy, dimbulb Spud, psycho Begbie, 14-year-old girlfriend Diane, and clean-cut athlete Tommy, who's never touched drugs but can't help being curious about them...", Drama,"
Choose life. Choose a job. Choose a starter home. Choose dental insurance, leisure wear and matching luggage. Choose your future. But why would anyone want to do a thing like that?                
 See more »
                
",93.0,71558971.0,143117942.0,English,Irvine Welsh-John Hodge,"
Danny Boyle ",Ewan McGregor-Ewen Bremner-Jonny Lee Miller,8.2
Gone with the Wind (1939) ,1940-01-17,"USA
","https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi581873433?playlistId=tt0031381,"    Scarlett is a woman who can deal with a nation at war, Atlanta burning, the Union Army carrying off everything from her beloved Tara, the carpetbaggers who arrive after the war. Scarlett is beautiful. She has vitality. But Ashley, the man she has wanted for so long, is going to marry his placid cousin, Melanie. Mammy warns Scarlett to behave herself at the party at Twelve Oaks. There is a new man there that day, the day the Civil War begins. Rhett Butler. Scarlett does not know he is in the room when she pleads with Ashley to choose her instead of Melanie.", Drama  History  Romance  War,"
For the thousands who remember its unparalleled drama, action and romance! For the new thousands to whom the wonders will be revealed for the first time! Breathtaking spectacle, inspired acting by the greatest cast ever assembled! The screen's most exciting love story! The most-talked about picture ever made! [reissue]                
 See more »
                
",238.0,400176459.0,3977000.0,English,Margaret Mitchell-Sidney Howard,"
Victor Fleming, George Cukor (uncredited)            |
1 more credit »
    ",Clark Gable-Vivien Leigh-Thomas Mitchell,8.2
The Thing (1982) ,1982-12-10,"India
","https://m.media-amazon.com/images/M/MV5BNDcyZmFjY2YtN2I1OC00MzU3LWIzZGEtZDA5N2VlNDJjYWI3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX45_CR0,0,45,67_AL_.jpg",https://www.imdb.com/video/imdb/vi1750056217?playlistId=tt0084787,"    A US research station, Antarctica, early-winter 1982. The base is suddenly buzzed by a helicopter from the nearby Norwegian research station. They are trying to kill a dog that has escaped from their base. After the destruction of the Norwegian chopper the members of the US team fly to the Norwegian base, only to discover them all dead or missing. They do find the remains of a strange creature the Norwegians burned. The Americans take it to their base and deduce that it is an alien life form. After a while it is apparent that the alien can take over and assimilate into other life forms, including humans, and can spread like a virus. This means that anyone at the base could be inhabited by The Thing, and tensions escalate.", Horror  Mystery  Sci-Fi,"
Man is The Warmest Place to Hide.                
 See more »
                
",109.0,13782838.0,27565676.0,USA,Bill Lancaster-John W. Campbell Jr.,"
John Carpenter ",Kurt Russell-Wilford Brimley-Keith David,8.1
